Source	Target	mode	section	date	labelSource	PoemTitle	PoemDate
1613_carta-amigo	OC264B	ref		1613	un amigo de don Luis de Góngora	Era del año la estación florida [Soledad Primera]	1613
1613_carta-amigo	OC264B	ref		1613	un amigo de don Luis de Góngora	Era del año la estación florida [Soledad Primera]	1613
1613_carta-amigo	OC264B	ref		1613	un amigo de don Luis de Góngora	Era del año la estación florida [Soledad Primera]	1613
1613_carta-amigo	OC264B	ref		1613	un amigo de don Luis de Góngora	Era del año la estación florida [Soledad Primera]	1613
1613_carta-amigo	OC264B	ref		1613	un amigo de don Luis de Góngora	Era del año la estación florida [Soledad Primera]	1613
1613_carta-amigo	OC264B	ref		1613	un amigo de don Luis de Góngora	Era del año la estación florida [Soledad Primera]	1613
1613_carta-amigo	OC264B	ref		1613	un amigo de don Luis de Góngora	Era del año la estación florida [Soledad Primera]	1613
1613_carta-amigo	OC265	ref		1613	un amigo de don Luis de Góngora	Si ociosa no, asistió naturaleza	1613
1613_carta-amigo	OC264B	ref		1613	un amigo de don Luis de Góngora	Era del año la estación florida [Soledad Primera]	1613
