Source	Target	mode	section	date	labelSource	PoemTitle	PoemDate
1624_colmenares-contra-lope	OC264A	ref		1624	Vega Carpio, Lope Félix de	Pasos de un peregrino son, errante [Dedicatoria Soledades]	1613
1624_colmenares-contra-lope	OC255	ref		1624	Vega Carpio, Lope Félix de	Estas, que me dictó, rimas sonoras [Fábula de Polifemo y Galatea]	1612
1624_colmenares-contra-lope	OC264B	ref		1624	Vega Carpio, Lope Félix de	Era del año la estación florida [Soledad Primera]	1613
